ts_year,model,te_true,te_hat,error
1977-01-01,twfe,31.846411488196107,22.59820382898521,-9.248207659210898
1978-01-01,twfe,30.2749626176798,22.80139613357234,-7.473566484107462
1979-01-01,twfe,31.93420536773781,21.981259250968225,-9.952946116769585
1980-01-01,twfe,31.417493534866246,27.279604896633497,-4.137888638232749
1981-01-01,twfe,32.73597689563027,25.003808075081807,-7.732168820548466
1982-01-01,twfe,32.92736274294112,22.727070070280803,-10.200292672660318
1983-01-01,twfe,33.31423794181525,25.3299098667391,-7.984328075076149
1984-01-01,twfe,33.816579652750974,24.820474030366768,-8.996105622384206
1985-01-01,twfe,35.82597730965861,25.139576859072413,-10.686400450586198
1986-01-01,twfe,34.27249495345775,22.66762076908395,-11.604874184373802
1987-01-01,twfe,34.80855208628218,25.464590084286375,-9.343962001995802
